"Uraeotyphlus_oxyurus",3617829,,,,,,"DD"
"Uraeotyphlus_interruptus",3617828,,,,,,"DD"
"Rhea_americana",857864,"Greater Rhea",,,,,"NT"
"Rhea_pennata",857860,"Lesser Rhea",,,,,"NT"
"Anhima_cornuta",767829,"Horned Screamer",,,,,"LC"
"Anseranas_semipalmata",714464,"Magpie Goose",,,,,"LC"
"Eurypyga_helias",86680,"Sunbittern",,,,,"LC"
"Rhynochetos_jubatus",86672,"Kagu",,,,,"EN"
"Steatornis_caripensis",701548,"Oilbird",,,,,"LC"
"Caiman_latirostris",699848,"Broad-snouted Caiman",,,,,"LC"
"Crocodylus_johnstoni",458978,"Freshwater crocodile",,,,,"NE"
"Platemys_platycephala",709464,"Twist-necked Turtle",,,,,"NE"
"Platysternon_megacephalum",619860,"Big-headed Turtle",,,,,"EN"
"Trionyx_triunguis",598954,"African Softshell Turtle",,,,,"CR"
"Cyclanorbis_senegalensis",101464,"Senegal Flapshell Turtle",,,,,"NT"
"Lissemys_scutata",101468,"Burmese Flapshell Turtle",,,,,"DD"
"Lissemys_punctata",619852,"Indian Flap-shelled Turtle",,,,,"LC"
"Shinisaurus_crocodilurus",651194,,,,,,"NE"
"Blanus_cinereus",236037,"Iberian Worm Lizard",,,,,"LC"
"Pseudothecadactylus_australis",480743,,,,,,"NE"
"Pseudothecadactylus_lindneri",495358,,,,,,"NE"
"Nephrurus_stellatus",480749,,,,,,"NE"
"Ophidiocephalus_taeniatus",836598,"Bronzeback Snake-lizard",,,,,"VU"
"Paradelma_orientalis",750736,"Brigalow Scaly-foot",,,,,"VU"
"Lialis_burtonis",24142,,,,,,"NE"
"Lialis_jicari",269280,,,,,,"NE"
"Goniurosaurus_kuroiwae",917717,"Kuroiwa’s Ground Gecko",,,,,"VU"
"Ptilocercus_lowii",81758,"Pen-tailed Treeshrew",,,,,"LC"
"Solenodon_cubanus",8057,"Almiqui",,,,,"EN"
"Solenodon_paradoxus",469465,"Haitian Solenodon",,,,,"EN"
"Dasypus_hybridus",4119193,"Southern Long-nosed Armadillo",,,,,"NT"
"Choloepus_didactylus",977390,"Linne’s Two-toed Sloth",,,,,"LC"
"Choloepus_hoffmanni",273247,"Hoffmann’s Two-toed Sloth",,,,,"LC"
"Bradypus_torquatus",759319,"Maned Sloth",,,,,"EN"
"Myrmecophaga_tridactyla",490538,"Giant Anteater",,,,,"NT"
"Petrodromus_tetradactylus",741350,"Four-toed Sengi",,,,,"LC"
"Rhynchocyon_cirnei",627114,"Checkered Sengi",,,,,"NT"
"Trichechus_inunguis",226185,"Amazonian Manatee",,,,,"VU"
"Heterohyrax_brucei",681079,"Bush Hyrax",,,,,"LC"
"Myrmecobius_fasciatus",70811,"Numbat",,,,,"EN"
"Notoryctes_caurinus",257243,"Northern Marsupial Mole",,,,,"DD"
"Notoryctes_typhlops",306795,"Marsupial Mole",,,,,"DD"
"Caenolestes_fuliginosus",306784,"Silky Shrew Opossum",,,,,"LC"
"Caenolestes_caniventer",3606854,"Gray-bellied Shrew Opossum",,,,,"NT"
"Caluromys_derbianus",307517,"Central American Woolly Opossum",,,,,"LC"
"Caluromys_philander",589460,"Bare-tailed Woolly Opossum",,,,,"LC"
"Chironectes_minimus",440151,"Water Opossum",,,,,"LC"
"Lestodelphys_halli",86725,"Patagonian Opossum",,,,,"LC"
"Marmosa_mexicana",137244,"Mexican Mouse Opossum",,,,,"LC"
"Monodelphis_maraxina",3606705,"Marajo Short-tailed Opossum",,,,,"DD"
"Monodelphis_kunsi",553037,"Pygmy Short-tailed Opossum",,,,,"LC"
"Heleophryne_purcelli",394256,"Purcell’s Ghost Frog",,,,,"LC"
"Heleophryne_rosei",3619173,"Table Mountain Ghost Frog",,,,,"CR"
"Heleophryne_natalensis",315705,"Natal Ghost Frog",,,,,"LC"
"Pelobates_syriacus",1026962,"Eastern Spadefoot",,,,,"LC"
"Pelodytes_caucasicus",233454,"Caucasian Parsley Frog",,,,,"NT"
"Discoglossus_scovazzi",698730,,,,,,"LC"
"Discoglossus_pictus",465082,"Painted Frog",,,,,"LC"
"Discoglossus_galganoi",461369,"Iberian Painted Frog",,,,,"LC"
"Alytes_dickhilleni",558315,"Betic Midwife Toad",,,,,"VU"
"Bombina_lichuanensis",1024192,"Lichuan Bell Toad",,,,,"VU"
"Bombina_maxima",1039096,,,,,,"NE"
"Silurana_epitropicalis",1018410,"Cameroon Clawed Frog",,,,,"LC"
"Silurana_tropicalis",940184,"Tropical Clawed Frog",,,,,"LC"
"Pipa_carvalhoi",563587,"Carvalho’s Surinam Toad",,,,,"LC"
"Pipa_parva",619530,,,,,,"LC"
"Pipa_myersi",3617954,"Myers’ Surinam Toad",,,,,"EN"
"Hymenochirus_boettgeri",104971,"Congo Dwarf Clawed Frog",,,,,"LC"
"Hemidactylium_scutatum",1045853,"Four-toed Salamander",,,,,"LC"
"Batrachoseps_luciae",942046,"Santa Lucia Mountains Slender Salamander",,,,,"LC"
"Ensatina_eschscholtzii",637537,"Ensatina",,,,,"LC"
"Dicamptodon_copei",66173,"Cope’s Giant Salamander",,,,,"LC"
"Necturus_alabamensis",1086231,"Alabama Waterdog",,,,,"EN"
"Necturus_lewisi",559717,"Neuse River Waterdog",,,,,"NT"
"Necturus_maculosus",963035,"Mudpuppy",,,,,"LC"
"Paradactylodon_gorganensis",258577,,,,,,"CR"
"Atretochoana_eiselti",3617943,,,,,,"DD"
"Geotrypetes_angeli",3617916,,,,,,"DD"
"Scolecomorphus_vittatus",927973,,,,,,"LC"
"Scolecomorphus_kirkii",3617817,,,,,,"LC"
"Crotaphatrema_bornmuelleri",3617815,,,,,,"DD"
"Crotaphatrema_tchabalmbaboensis",3617816,,,,,,"DD"
"Boulengerula_denhardti",3617907,,,,,,"DD"
"Boulengerula_boulengeri",568509,,,,,,"LC"
"Ichthyophis_pseudangularis",3617835,,,,,,"VU"
"Ichthyophis_supachaii",3617831,,,,,,"DD"
"Ichthyophis_sumatranus",3617830,,,,,,"DD"
"Ichthyophis_hypocyaneus",3617843,"Javan Caecilian",,,,,"DD"
"Ichthyophis_bernisi",3617837,,,,,,"DD"
"Ichthyophis_longicephalus",3617854,,,,,,"DD"
"Ichthyophis_dulitensis",3617850,,,,,,"DD"
"Ichthyophis_youngorum",3617845,,,,,,"DD"
"Taoniscus_nanus",3600811,"Dwarf Tinamou",,,,,"VU"
"Tinamotis_pentlandii",599078,"Puna Tinamou",,,,,"LC"
"Tinamotis_ingoufi",599077,"Patagonian Tinamou",,,,,"LC"
"Crypturellus_cinnamomeus",3600791,"Thicket Tinamou",,,,,"LC"
"Nothocercus_bonapartei",3600815,"Highland Tinamou",,,,,"LC"
"Tinamus_solitarius",3600785,"Solitary Tinamou",,,,,"NT"
"Dromaius_novaehollandiae",829513,"Emu",,,,,"LC"
"Macrocephalon_maleo",750781,"Maleo",,,,,"EN"
"Leipoa_ocellata",109888,"Malleefowl",,,,,"VU"
"Chauna_torquata",860132,"Southern Screamer",,,,,"LC"
"Chauna_chavaria",241848,"Northern Screamer",,,,,"NT"
"Phaethon_aethereus",330009,"Red-billed Tropicbird",,,,,"LC"
"Caiman_yacare",788419,"Yacare Caiman",,,,,"LC"
"Caiman_crocodilus",912130,"Common Caiman",,,,,"LC"
"Crocodylus_mindorensis",458970,"Philippines Crocodile",,,,,"CR"
"Crocodylus_novaeguineae",35869,"New Guinea Crocodile",,,,,"LC"
"Crocodylus_niloticus",35864,"Nile Crocodile",,,,,"LC"
"Crocodylus_porosus",35872,"Estuarine Crocodile",,,,,"LC"
"Acanthochelys_radiolata",682380,"Brazilian Radiolated Swamp Turtle",,,,,"NT"
"Podocnemis_expansa",709468,"Arrau",,,,,"NE"
"Podocnemis_sextuberculata",674547,"Six-tubercled Amazon River Turtle",,,,,"VU"
"Podocnemis_unifilis",528625,"Yellow-headed Sideneck",,,,,"VU"
"Chelydra_serpentina",587311,"Common Snapping Turtle",,,,,"NE"
"Macrochelys_temminckii",1084896,"Alligator Snapping Turtle",,,,,"VU"
"Deirochelys_reticularia",848781,"Chicken Turtle",,,,,"NE"
"Chelonia_mydas",559133,"Green Turtle",,,,,"EN"
"Natator_depressus",895624,"Flatback Turtle",,,,,"NE"
"Eretmochelys_imbricata",430337,"Hawksbill Turtle",,,,,"CR"
"Rafetus_euphraticus",623208,"Euphrates Softshell Turtle",,,,,"EN"
"Cyclanorbis_elegans",101463,"Nubian Flapshell Turtle",,,,,"NT"
"Heloderma_suspectum",713774,"Gila Monster",,,,,"NT"
"Xenosaurus_grandis",690592,,,,,,"VU"
"Teius_teyou",164954,,,,,,"NE"
"Leposternon_microcephalum",1042096,,,,,,"NE"
"Gerrhopilus_mirus",57008,"Jan’s Worm Snake",,,,,"NE"
"Anilius_scytale",496074,"False Coral Snake",,,,,"NE"
"Crenadactylus_ocellatus",831332,,,,,,"NE"
"Saltuarius_cornutus",641178,,,,,,"NE"
"Nephrurus_asper",480751,,,,,,"NE"
"Delma_concinna",886643,,,,,,"NE"
"Gekko_monarchus",635097,,,,,,"NE"
"Gonatodes_taniae",1016340,,,,,,"NE"
"Gonatodes_albogularis",723088,,,,,,"NE"
"Lepidoblepharis_festae",1021794,,,,,,"NE"
"Lepidoblepharis_ruthveni",4122542,,,,,,"NE"
"Sphaerodactylus_argivus",4122995,,,,,,"NE"
"Coleonyx_reticulatus",4122512,"Reticulate Banded Gecko",,,,,"LC"
"Coleonyx_elegans",665633,,,,,,"NE"
"Coleonyx_mitratus",91457,,,,,,"NE"
"Hemitheconyx_caudicinctus",342536,,,,,,"NE"
"Ochotona_pusilla",444057,"Steppe Pika",,,,,"LC"
"Galeopterus_variegates",3607464,,,,,,"NE"
"Cynocephalus_volans",781510,"Philippine Flying Lemur",,,,,"LC"
"Priodontes_maximus",476113,"Giant Armadillo",,,,,"VU"
"Bradypus_tridactylus",527342,"Pale-throated Sloth",,,,,"LC"
"Tamandua_tetradactyla",1014324,"Collared Anteater",,,,,"LC"
"Tamandua_mexicana",273227,"Northern Tamandua",,,,,"LC"
"Macroscelides_proboscideus",180378,"Round-eared Elephant Shrew",,,,,"LC"
"Rhynchocyon_petersi",940522,"Black And Rufous Elephant Shrew",,,,,"VU"
"Rhynchocyon_chrysopygus",340418,"Golden-rumped Elephant Shrew",,,,,"EN"
"Trichechus_manatus",226178,"American Manatee",,,,,"VU"
"Trichechus_senegalensis",72667,"African Manatee",,,,,"VU"
"Dendrohyrax_arboreus",1079385,"Southern Tree Hyrax",,,,,"LC"
"Dendrohyrax_dorsalis",285372,"Western Tree Hyrax",,,,,"LC"
"Phascolarctos_cinereus",327624,"Koala",,,,,"LC"
"Microperoryctes_murina",3606656,"Mouse Bandicoot",,,,,"DD"
"Microperoryctes_longicauda",327632,"Striped Bandicoot",,,,,"LC"
"Perameles_bougainville",603691,"Western Barred Bandicoot",,,,,"EN"
"Perameles_gunnii",631442,"Eastern Barred Bandicoot",,,,,"NT"
"Perameles_nasuta",683258,"Long-nosed Bandicoot",,,,,"LC"
"Lutreolina_crassicaudata",327618,"Little Water Opossum",,,,,"LC"
"Gracilinanus_dryas",3606695,"Wood Sprite Gracile Mouse Opossum",,,,,"NT"
"Marmosa_robinsoni",512835,"Robinson’s Mouse Opossum",,,,,"LC"
"Marmosa_lepida",86714,"Little Rufous Mouse Opossum",,,,,"LC"
"Tlacuatzin_canescens",392318,"Grayish Mouse Opossum",,,,,"LC"
"Nasikabatrachus_sahyadrensis",489551,"Purple frog",,,,,"EN"
"Heleophryne_orientalis",3619175,"Eastern Ghost Frog",,,,,"LC"
"Pelobates_fuscus",233459,"Common Spadefoot",,,,,"LC"
"Spea_bombifrons",1026954,"Plains Spadefoot",,,,,"LC"
"Scaphiopus_couchii",77494,"Couch’s Spadefoot",,,,,"LC"
"Pelodytes_ibericus",809927,,,,,,"LC"
"Pelodytes_punctatus",509557,"Parsley Frog",,,,,"LC"
"Discoglossus_montalentii",233448,"Corsican Painted Frog",,,,,"NT"
"Alytes_maurus",384725,,,,,,"NT"
"Bombina_fortinuptialis",1024196,,,,,,"NE"
"Bombina_microdeladigitora",540079,,,,,,"NE"
"Xenopus_vestitus",388581,"Kivu Clawed Frog",,,,,"LC"
"Pipa_aspera",3617957,"Albina Surinam Toad",,,,,"LC"
"Hymenochirus_feae",3617952,,,,,,"DD"
"Hymenochirus_boulengeri",3617953,,,,,,"DD"
"Chioglossa_lusitanica",499079,"Golden-striped Salamander",,,,,"VU"
"Ambystoma_silvensis",,,,,,,"NE"
"Ambystoma_lermaense",675670,"Lake Lerma Salamander",,,,,"CR"
"Ambystoma_rosaceum",135598,"Tarahumara Salamander",,,,,"LC"
"Dicamptodon_ensatus",60823,"California Giant Salamander",,,,,"NT"
"Dicamptodon_tenebrosus",445407,"Pacific Giant Salamander",,,,,"LC"
"Necturus_beyeri",1041581,"Gulf Coast Waterdog",,,,,"LC"
"Necturus_punctatus",282185,"Dwarf Waterdog",,,,,"LC"
"Salamandrella_keyserlingii",1021848,"Siberian Newt",,,,,"LC"
"Paradactylodon_persicus",1041603,"Persian Mountain Salamander",,,,,"NT"
"Paradactylodon_mustersi",314777,,,,,,"CR"
"Typhlonectes_compressicauda",464898,,,,,,"LC"
"Chthonerpeton_viviparum",3617861,,,,,,"DD"
"Chthonerpeton_exile",3617860,,,,,,"DD"
"Hypogeophis_rostratus",639657,,,,,,"LC"
"Praslinia_cooperi",780047,,,,,,"VU"
"Gegeneophis_madhavaorum",,,,,,,"NE"
"Gegeneophis_danieli",476503,,,,,,"DD"
"Gegeneophis_carnosus",476508,,,,,,"DD"
"Schistometopum_gregorii",568513,,,,,,"LC"
"Schistometopum_thomense",282218,,,,,,"LC"
"Geotrypetes_pseudoangeli",3617915,,,,,,"DD"
"Geotrypetes_seraphini",283388,,,,,,"LC"
"Ichthyophis_glutinosus",377548,,,,,,"LC"
"Ichthyophis_laosensis",3617838,,,,,,"DD"
"Ichthyophis_biangularis",238988,,,,,,"DD"
"Ichthyophis_malabarensis",5783065,,,,,,"NE"
"Ichthyophis_tricolor",227115,,,,,,"LC"
"Eudromia_formosa",784522,"Quebracho Crested-tinamou",,,,,"LC"
"Eudromia_elegans",292461,"Elegant Crested-tinamou",,,,,"LC"
"Nothura_boraquira",3600801,"White-bellied Nothura",,,,,"LC"
"Nothura_chacoensis",3600802,"Chaco Nothura",,,,,"LC"
"Nothura_maculosa",892276,"Spotted Nothura",,,,,"LC"
"Rhynchotus_maculicollis",3600787,"Huayco Tinamou",,,,,"LC"
"Rhynchotus_rufescens",224379,"Red-winged Tinamou",,,,,"LC"
"Crypturellus_bartletti",3600798,"Bartlett’s Tinamou",,,,,"LC"
"Nothocercus_nigrocapillus",3600813,"Hooded Tinamou",,,,,"LC"
"Nothocercus_julius",3600814,"Tawny-breasted Tinamou",,,,,"LC"
"Apteryx_mantelli",748998,"Northern Brown Kiwi",,,,,"EN"
"Apteryx_australis",241834,"Southern Brown Kiwi",,,,,"VU"
"Apteryx_owenii",241844,"Little Spotted Kiwi",,,,,"NT"
"Apteryx_haastii",241836,"Great Spotted Kiwi",,,,,"VU"
"Casuarius_unappendiculatus",3600826,"Northern Cassowary",,,,,"VU"
"Acryllium_vulturinum",684040,"Vulturine Guineafowl",,,,,"LC"
"Oreophasis_derbianus",488145,"Horned Guan",,,,,"EN"
"Eulipoa_wallacei",750774,"Moluccan Megapode",,,,,"VU"
"Thalassornis_leuconotus",539138,"White-backed Duck",,,,,"LC"
"Phaethon_rubricauda",509057,"Red-tailed Tropicbird",,,,,"LC"
"Phaethon_lepturus",855119,"White-tailed Tropicbird",,,,,"LC"
"Nyctibius_bracteatus",178250,"Rufous Potoo",,,,,"LC"
"Crocodylus_siamensis",333784,"Siamese Crocodile",,,,,"CR"
"Crocodylus_palustris",458957,"Broad-snouted Crocodile",,,,,"VU"
"Acanthochelys_macrocephala",19159,"Big-headed Pantanal Swamp Turtle",,,,,"NT"
"Podocnemis_erythrocephala",674543,"Red-headed Amazon River Turtle",,,,,"VU"
"Podocnemis_lewyana",211855,"Magdalena River Turtle",,,,,"EN"
"Caretta_caretta",392505,"Loggerhead",,,,,"EN"
"Chitra_indica",402511,"Indian Narrow-headed Softshell Turtle",,,,,"EN"
"Pelochelys_cantorii",402522,"Cantor’s Giant Softshell",,,,,"EN"
"Pelochelys_bibroni",895649,"Asian Giant Softshell Turtle",,,,,"VU"
"Apalone_mutica",598956,"Smooth Softshell Turtle",,,,,"NE"
"Pelodiscus_sinensis",143391,,,,,,"VU"
"Trionyx_axenaria",30435,,,,,,"NE"
"Dogania_subplana",828072,"Malayan Soft-shelled Turtle",,,,,"LC"
"Cycloderma_aubryi",101465,"Aubry’s Flapshell Turtle",,,,,"NE"
